trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc
1	ctl	ctl0	nan	5	1	1402	0
2	enc	enc00	nan	8	1	2273	0
3	enc	enc000	nan	9	1	1802	0
4	ctl	ctl01	nan	8	1	1612	0
5	enc	enc01	old62	6	1	1415	0
6	enc	enc02	old09	5	1	1577	0
7	enc	enc03	old23	6	1	1909	0
8	enc	enc04	old77	9	1	2193	0
9	enc	enc05	old56	8	1	2137	0
10	enc	enc06	old43	9	1	1785	0
11	ctl	ctl02	nan	5	1	896	0
12	ctl	ctl03	nan	6	1	1098	0
13	enc	enc07	old28	8	nan	0	1
14	ctl	ctl04	nan	8	1	1130	0
15	enc	enc08	old51	6	1	1657	0
16	enc	enc09	old24	5	1	1931	0
17	ctl	ctl05	nan	8	1	971	0
18	enc	enc10	old33	6	1	1748	0
19	enc	enc11	old03	6	1	1657	0
20	enc	enc12	old25	8	1	2946	0
21	enc	enc13	old67	5	1	2510	0
22	enc	enc14	old17	9	1	1821	0
23	enc	enc15	old32	9	1	1554	0
24	enc	enc16	old39	5	1	1304	0
25	enc	enc17	old22	5	1	1484	0
26	ctl	ctl06	nan	5	1	1091	0
27	enc	enc18	old05	5	1	1354	0
28	enc	enc19	old46	8	1	1423	0
29	ctl	ctl07	nan	5	1	923	0
30	enc	enc20	old70	6	1	959	0
31	enc	enc21	old55	5	1	1336	0
32	enc	enc22	old73	6	1	1468	0
33	enc	enc23	old08	5	1	1542	0
34	enc	enc24	old10	8	1	1568	0
35	enc	enc25	old40	5	1	1524	0
36	enc	enc26	old65	9	1	1267	0
37	ctl	ctl08	nan	6	1	908	0
38	ctl	ctl09	nan	9	1	1182	0
39	ctl	ctl10	nan	8	1	741	0
40	ctl	ctl11	nan	5	1	732	0
41	enc	enc27	old44	8	1	1726	0
42	ctl	ctl12	nan	9	1	1032	0
43	enc	enc28	old19	9	1	1332	0
44	ctl	ctl13	nan	6	1	1486	0
45	enc	enc29	old37	8	1	1535	0
46	enc	enc30	old58	6	1	1713	0
47	enc	enc31	old06	9	1	1479	0
48	enc	enc32	old74	6	1	1368	0
49	enc	enc33	old20	9	1	1640	0
50	enc	enc34	old16	6	1	1261	0
51	ctl	ctl14	nan	6	nan	0	1
52	enc	enc35	old69	5	1	1507	0
53	enc	enc36	old11	9	1	1429	0
54	enc	enc37	old07	8	1	2207	0
55	enc	enc38	old52	6	1	1466	0
56	ctl	ctl15	nan	6	1	1345	0
57	ctl	ctl16	nan	9	1	740	0
58	enc	enc39	old57	6	1	1860	0
59	enc	enc40	old54	5	1	2269	0
60	enc	enc41	old78	6	1	1479	0
61	ctl	ctl17	nan	8	1	1439	0
62	enc	enc42	old53	9	1	1499	0
63	enc	enc43	old21	8	1	2077	0
64	enc	enc44	old35	9	1	1997	0
65	ctl	ctl18	nan	9	1	2329	0
66	enc	enc45	old18	8	1	1859	0
67	enc	enc46	old38	9	1	1596	0
68	ctl	ctl19	nan	8	1	1164	0
69	ctl	ctl20	nan	5	1	2133	0
70	ctl	ctl21	nan	5	1	681	0
71	ctl	ctl22	nan	8	1	842	0
72	ctl	ctl23	nan	9	1	614	0
73	ctl	ctl24	nan	8	1	520	0
74	enc	enc47	old34	6	1	719	0
75	enc	enc48	old13	6	1	1067	0
76	enc	enc49	old47	8	1	1922	0
77	enc	enc50	old45	9	1	1371	0
78	enc	enc51	old12	6	nan	0	1
79	ctl	ctl25	nan	9	1	1454	0
80	ctl	ctl26	nan	5	1	754	0
81	enc	enc52	old49	5	1	740	0
82	enc	enc53	old63	9	1	2024	0
83	enc	enc54	old41	8	1	1934	0
84	enc	enc55	old60	8	1	1920	0
85	ctl	ctl27	nan	6	1	957	0
86	enc	enc56	old36	6	1	1474	0
87	ctl	ctl28	nan	6	1	946	0
88	enc	enc57	old61	9	1	1084	0
89	enc	enc58	old68	9	1	1002	0
90	enc	enc59	old59	5	1	1473	0
91	ctl	ctl29	nan	9	1	751	0
92	enc	enc60	old64	8	1	1502	0
93	ctl	ctl30	nan	8	1	712	0
94	enc	enc61	old02	8	1	1620	0
95	ctl	ctl31	nan	8	1	900	0
96	enc	enc62	old27	5	1	964	0
97	ctl	ctl32	nan	5	1	666	0
98	enc	enc63	old71	8	1	1041	0
99	enc	enc64	old66	9	1	850	0
100	ctl	ctl33	nan	9	1	787	0
101	ctl	ctl34	nan	9	1	836	0
102	enc	enc65	old76	8	1	1300	0
103	enc	enc66	old75	8	1	1312	0
104	ctl	ctl35	nan	6	1	738	0
105	enc	enc67	old01	5	1	1038	0
106	enc	enc68	old04	9	1	1560	0
107	enc	enc69	old30	5	1	970	0
108	enc	enc70	old48	9	1	990	0
109	enc	enc71	old29	8	1	1033	0
110	ctl	ctl36	nan	6	1	795	0
111	enc	enc72	old14	6	1	625	0
112	enc	enc73	old72	9	1	1013	0
113	ctl	ctl37	nan	5	1	798	0
114	ctl	ctl38	nan	6	1	833	0
115	enc	enc74	old50	5	1	1139	0
116	enc	enc75	old42	6	1	1104	0
117	ctl	ctl39	nan	9	1	502	0
118	enc	enc76	old15	5	1	938	0
119	enc	enc77	old31	5	1	1691	0
120	enc	enc78	old26	8	1	1648	0
